utc_timestamp,DE_load_actual_entsoe_transparency,DE_solar_capacity,DE_solar_generation_actual
2018-06-26T23:00:00Z,46090,44282,0
2018-06-27T00:00:00Z,44971,44282,0
2018-06-27T01:00:00Z,45147,44282,0
2018-06-27T02:00:00Z,46077,44282,2
2018-06-27T03:00:00Z,49247,44282,292
2018-06-27T04:00:00Z,57089,44282,2072
2018-06-27T05:00:00Z,63180,44282,6027
2018-06-27T06:00:00Z,66466,44282,11486
2018-06-27T07:00:00Z,67455,44282,17079
2018-06-27T08:00:00Z,69425,44282,21124
2018-06-27T09:00:00Z,71000,44282,23543
2018-06-27T10:00:00Z,70672,44282,23964
2018-06-27T11:00:00Z,69278,44282,23436
2018-06-27T12:00:00Z,67249,44282,21954
2018-06-27T13:00:00Z,65610,44282,20065
2018-06-27T14:00:00Z,63818,44282,17430
2018-06-27T15:00:00Z,62916,44282,13395
2018-06-27T16:00:00Z,62914,44282,8651
2018-06-27T17:00:00Z,62595,44282,4239
2018-06-27T18:00:00Z,60419,44282,1399
2018-06-27T19:00:00Z,57215,44282,103
2018-06-27T20:00:00Z,55156,44282,0
2018-06-27T21:00:00Z,50690,44282,0
2018-06-27T22:00:00Z,48030,44349,0
2018-06-27T23:00:00Z,46197,44349,0
2018-06-28T00:00:00Z,45051,44349,0
2018-06-28T01:00:00Z,44936,44349,0
2018-06-28T02:00:00Z,45814,44349,2
2018-06-28T03:00:00Z,48874,44349,250
2018-06-28T04:00:00Z,56243,44349,1762
2018-06-28T05:00:00Z,62621,44349,5196
2018-06-28T06:00:00Z,66208,44349,9982
2018-06-28T07:00:00Z,67603,44349,14486
2018-06-28T08:00:00Z,68613,44349,17482
2018-06-28T09:00:00Z,70247,44349,18990
2018-06-28T10:00:00Z,70223,44349,19133
2018-06-28T11:00:00Z,69917,44349,17914
2018-06-28T12:00:00Z,69108,44349,15869
2018-06-28T13:00:00Z,67713,44349,13219
2018-06-28T14:00:00Z,66886,44349,10669
2018-06-28T15:00:00Z,66519,44349,7944
2018-06-28T16:00:00Z,65411,44349,5134
2018-06-28T17:00:00Z,64397,44349,2565
2018-06-28T18:00:00Z,61417,44349,836
2018-06-28T19:00:00Z,58379,44349,87
2018-06-28T20:00:00Z,55944,44349,0
2018-06-28T21:00:00Z,51832,44349,0
2018-06-28T22:00:00Z,48607,44469,0
2018-06-28T23:00:00Z,46797,44469,0
2018-06-29T00:00:00Z,45094,44469,0
2018-06-29T01:00:00Z,45285,44469,0
2018-06-29T02:00:00Z,46094,44469,2
2018-06-29T03:00:00Z,48912,44469,216
2018-06-29T04:00:00Z,56762,44469,1526
2018-06-29T05:00:00Z,63025,44469,4610
2018-06-29T06:00:00Z,66230,44469,8901
2018-06-29T07:00:00Z,67471,44469,13769
2018-06-29T08:00:00Z,68538,44469,18355
2018-06-29T09:00:00Z,69685,44469,21946
2018-06-29T10:00:00Z,69199,44469,24318
2018-06-29T11:00:00Z,68467,44469,25159
2018-06-29T12:00:00Z,66945,44469,24309
2018-06-29T13:00:00Z,65223,44469,21803
2018-06-29T14:00:00Z,63558,44469,18228
2018-06-29T15:00:00Z,63062,44469,14044
2018-06-29T16:00:00Z,62188,44469,9026
2018-06-29T17:00:00Z,61086,44469,4332
2018-06-29T18:00:00Z,58382,44469,1383
2018-06-29T19:00:00Z,55657,44469,112
2018-06-29T20:00:00Z,53684,44469,0
2018-06-29T21:00:00Z,50255,44469,0
2018-06-29T22:00:00Z,46633,44508,0
2018-06-29T23:00:00Z,44265,44508,0
2018-06-30T00:00:00Z,42675,44508,0
2018-06-30T01:00:00Z,42104,44508,0
2018-06-30T02:00:00Z,41813,44508,2
2018-06-30T03:00:00Z,41582,44508,265
2018-06-30T04:00:00Z,44110,44508,1989
2018-06-30T05:00:00Z,47884,44508,6289
2018-06-30T06:00:00Z,52111,44508,12292
2018-06-30T07:00:00Z,55566,44508,18421
2018-06-30T08:00:00Z,57243,44508,23196
2018-06-30T09:00:00Z,57606,44508,25951
2018-06-30T10:00:00Z,56672,44508,27070
2018-06-30T11:00:00Z,54987,44508,27070
2018-06-30T12:00:00Z,53630,44508,26065
2018-06-30T13:00:00Z,52831,44508,23990
2018-06-30T14:00:00Z,52274,44508,20526
2018-06-30T15:00:00Z,52368,44508,15730
2018-06-30T16:00:00Z,52082,44508,9843
2018-06-30T17:00:00Z,51042,44508,4541
2018-06-30T18:00:00Z,49504,44508,1408
2018-06-30T19:00:00Z,47316,44508,107
2018-06-30T20:00:00Z,47181,44508,0
2018-06-30T21:00:00Z,44660,44508,0
2018-06-30T22:00:00Z,41941,44513,0
2018-06-30T23:00:00Z,39836,44513,0
2018-07-01T00:00:00Z,38558,44513,0
2018-07-01T01:00:00Z,37866,44513,0
2018-07-01T02:00:00Z,37240,44513,2
2018-07-01T03:00:00Z,36792,44513,264
2018-07-01T04:00:00Z,37571,44513,2019
2018-07-01T05:00:00Z,40640,44513,6498
2018-07-01T06:00:00Z,43885,44513,12972
2018-07-01T07:00:00Z,47145,44513,19261
2018-07-01T08:00:00Z,49450,44513,23806
2018-07-01T09:00:00Z,51053,44513,26785
2018-07-01T10:00:00Z,50755,44513,28230
2018-07-01T11:00:00Z,49425,44513,28561
2018-07-01T12:00:00Z,48146,44513,27494
2018-07-01T13:00:00Z,47278,44513,25192
2018-07-01T14:00:00Z,46876,44513,21485
2018-07-01T15:00:00Z,47711,44513,16476
2018-07-01T16:00:00Z,48544,44513,10344
2018-07-01T17:00:00Z,49194,44513,4564
2018-07-01T18:00:00Z,48818,44513,1367
2018-07-01T19:00:00Z,47841,44513,107
2018-07-01T20:00:00Z,48403,44513,0
2018-07-01T21:00:00Z,45979,44513,0
2018-07-01T22:00:00Z,43310,44524,0
2018-07-01T23:00:00Z,41577,44524,0
2018-07-02T00:00:00Z,40585,44524,0
2018-07-02T01:00:00Z,40844,44524,0
2018-07-02T02:00:00Z,42066,44524,2
2018-07-02T03:00:00Z,44984,44524,262
2018-07-02T04:00:00Z,53599,44524,2012
2018-07-02T05:00:00Z,60228,44524,6537
2018-07-02T06:00:00Z,64262,44524,12984
2018-07-02T07:00:00Z,65762,44524,19114
2018-07-02T08:00:00Z,67270,44524,24013
2018-07-02T09:00:00Z,68836,44524,27228
2018-07-02T10:00:00Z,69417,44524,28776
2018-07-02T11:00:00Z,68706,44524,28955
2018-07-02T12:00:00Z,67915,44524,27865
2018-07-02T13:00:00Z,66765,44524,25482
2018-07-02T14:00:00Z,65635,44524,21783
2018-07-02T15:00:00Z,65124,44524,16505
2018-07-02T16:00:00Z,64222,44524,10179
2018-07-02T17:00:00Z,63288,44524,4514
2018-07-02T18:00:00Z,60964,44524,1373
2018-07-02T19:00:00Z,58027,44524,106
2018-07-02T20:00:00Z,55835,44524,0
2018-07-02T21:00:00Z,51326,44524,0
2018-07-02T22:00:00Z,48339,44535,0
2018-07-02T23:00:00Z,46477,44535,0
2018-07-03T00:00:00Z,45117,44535,0
2018-07-03T01:00:00Z,45350,44535,0
2018-07-03T02:00:00Z,46072,44535,1
2018-07-03T03:00:00Z,48610,44535,259
2018-07-03T04:00:00Z,56477,44535,2032
2018-07-03T05:00:00Z,63080,44535,6351
2018-07-03T06:00:00Z,66301,44535,12283
2018-07-03T07:00:00Z,67477,44535,18246
2018-07-03T08:00:00Z,69460,44535,22802
2018-07-03T09:00:00Z,70939,44535,25289
2018-07-03T10:00:00Z,70168,44535,26461
2018-07-03T11:00:00Z,69475,44535,26704
2018-07-03T12:00:00Z,68032,44535,26022
2018-07-03T13:00:00Z,67285,44535,24001
2018-07-03T14:00:00Z,66028,44535,20301
2018-07-03T15:00:00Z,65658,44535,15315
2018-07-03T16:00:00Z,65187,44535,9538
2018-07-03T17:00:00Z,64140,44535,4320
2018-07-03T18:00:00Z,61527,44535,1363
2018-07-03T19:00:00Z,58695,44535,102
2018-07-03T20:00:00Z,56613,44535,0
2018-07-03T21:00:00Z,52542,44535,0
2018-07-03T22:00:00Z,48992,44548,0
2018-07-03T23:00:00Z,46824,44548,0
2018-07-04T00:00:00Z,45707,44548,0
2018-07-04T01:00:00Z,45709,44548,0
2018-07-04T02:00:00Z,46557,44548,1
2018-07-04T03:00:00Z,49225,44548,253
2018-07-04T04:00:00Z,56745,44548,1904
2018-07-04T05:00:00Z,63225,44548,5637
2018-07-04T06:00:00Z,66627,44548,10542
2018-07-04T07:00:00Z,67985,44548,15542
2018-07-04T08:00:00Z,68101,44548,19601
2018-07-04T09:00:00Z,70107,44548,22374
2018-07-04T10:00:00Z,71263,44548,23262
2018-07-04T11:00:00Z,71013,44548,22894
2018-07-04T12:00:00Z,69833,44548,20719
2018-07-04T13:00:00Z,68026,44548,17929
2018-07-04T14:00:00Z,66316,44548,15551
2018-07-04T15:00:00Z,66230,44548,11762
2018-07-04T16:00:00Z,65855,44548,7476
2018-07-04T17:00:00Z,64535,44548,3653
2018-07-04T18:00:00Z,61319,44548,1141
2018-07-04T19:00:00Z,58758,44548,91
2018-07-04T20:00:00Z,56872,44548,0
2018-07-04T21:00:00Z,52777,44548,0
2018-07-04T22:00:00Z,49440,44562,0
2018-07-04T23:00:00Z,47288,44562,0
2018-07-05T00:00:00Z,45865,44562,0
2018-07-05T01:00:00Z,45961,44562,0
2018-07-05T02:00:00Z,46793,44562,1
2018-07-05T03:00:00Z,49342,44562,226
2018-07-05T04:00:00Z,56932,44562,1867
2018-07-05T05:00:00Z,63188,44562,5260
2018-07-05T06:00:00Z,67206,44562,9793
2018-07-05T07:00:00Z,69171,44562,14203
2018-07-05T08:00:00Z,70693,44562,17353
2018-07-05T09:00:00Z,70809,44562,19740
2018-07-05T10:00:00Z,70254,44562,19961
2018-07-05T11:00:00Z,70070,44562,19268
2018-07-05T12:00:00Z,69250,44562,17083
2018-07-05T13:00:00Z,67860,44562,14856
2018-07-05T14:00:00Z,66697,44562,11930
2018-07-05T15:00:00Z,66244,44562,8833
2018-07-05T16:00:00Z,65566,44562,5673
2018-07-05T17:00:00Z,64547,44562,2797
2018-07-05T18:00:00Z,61727,44562,847
2018-07-05T19:00:00Z,59118,44562,69
2018-07-05T20:00:00Z,56808,44562,0
2018-07-05T21:00:00Z,52829,44562,0
2018-07-05T22:00:00Z,49319,44574,0
2018-07-05T23:00:00Z,47216,44574,0
2018-07-06T00:00:00Z,46270,44574,0
2018-07-06T01:00:00Z,46538,44574,0
2018-07-06T02:00:00Z,47518,44574,0
2018-07-06T03:00:00Z,50177,44574,114
2018-07-06T04:00:00Z,57814,44574,883
2018-07-06T05:00:00Z,63901,44574,2493
2018-07-06T06:00:00Z,66654,44574,4734
2018-07-06T07:00:00Z,68634,44574,7436
2018-07-06T08:00:00Z,69607,44574,10820
2018-07-06T09:00:00Z,70873,44574,14866
2018-07-06T10:00:00Z,70658,44574,17818
2018-07-06T11:00:00Z,69323,44574,19474
2018-07-06T12:00:00Z,66605,44574,19356
2018-07-06T13:00:00Z,65379,44574,17715
2018-07-06T14:00:00Z,63426,44574,15504
2018-07-06T15:00:00Z,63060,44574,12064
2018-07-06T16:00:00Z,61618,44574,7930
2018-07-06T17:00:00Z,61152,44574,3970
2018-07-06T18:00:00Z,58618,44574,1243
2018-07-06T19:00:00Z,55375,44574,91
2018-07-06T20:00:00Z,53578,44574,0
2018-07-06T21:00:00Z,50086,44574,0
2018-07-06T22:00:00Z,46648,44577,0
2018-07-06T23:00:00Z,44501,44577,0
2018-07-07T00:00:00Z,43167,44577,0
2018-07-07T01:00:00Z,42570,44577,0
2018-07-07T02:00:00Z,42186,44577,0
2018-07-07T03:00:00Z,42108,44577,205
2018-07-07T04:00:00Z,44406,44577,1852
2018-07-07T05:00:00Z,47898,44577,5745
2018-07-07T06:00:00Z,52107,44577,11222
2018-07-07T07:00:00Z,54701,44577,17068
2018-07-07T08:00:00Z,56220,44577,21845
2018-07-07T09:00:00Z,57554,44577,24643
2018-07-07T10:00:00Z,56678,44577,26315
2018-07-07T11:00:00Z,54347,44577,26837
2018-07-07T12:00:00Z,52719,44577,25932
2018-07-07T13:00:00Z,52024,44577,23637
2018-07-07T14:00:00Z,51593,44577,20247
2018-07-07T15:00:00Z,51548,44577,15300
2018-07-07T16:00:00Z,51510,44577,9540
2018-07-07T17:00:00Z,50861,44577,4312
2018-07-07T18:00:00Z,49158,44577,1310
2018-07-07T19:00:00Z,46967,44577,89
2018-07-07T20:00:00Z,46246,44577,0
2018-07-07T21:00:00Z,43948,44577,0
2018-07-07T22:00:00Z,41047,44577,0
2018-07-07T23:00:00Z,39154,44577,0
2018-07-08T00:00:00Z,37857,44577,0
2018-07-08T01:00:00Z,37119,44577,0
2018-07-08T02:00:00Z,36985,44577,0
2018-07-08T03:00:00Z,36561,44577,191
2018-07-08T04:00:00Z,37172,44577,1748
2018-07-08T05:00:00Z,39853,44577,5267
2018-07-08T06:00:00Z,43523,44577,10349
2018-07-08T07:00:00Z,46493,44577,15952
2018-07-08T08:00:00Z,48332,44577,20779
2018-07-08T09:00:00Z,50029,44577,24397
2018-07-08T10:00:00Z,50102,44577,25965
2018-07-08T11:00:00Z,48438,44577,25950
2018-07-08T12:00:00Z,47008,44577,25236
2018-07-08T13:00:00Z,46680,44577,23041
2018-07-08T14:00:00Z,46534,44577,19465
2018-07-08T15:00:00Z,47216,44577,14749
2018-07-08T16:00:00Z,47873,44577,9323
2018-07-08T17:00:00Z,47900,44577,4275
2018-07-08T18:00:00Z,48161,44577,1248
2018-07-08T19:00:00Z,47570,44577,84
2018-07-08T20:00:00Z,48580,44577,0
2018-07-08T21:00:00Z,45360,44577,0
2018-07-08T22:00:00Z,42337,44593,0
2018-07-08T23:00:00Z,40893,44593,0
2018-07-09T00:00:00Z,39588,44593,0
2018-07-09T01:00:00Z,39854,44593,0
2018-07-09T02:00:00Z,41043,44593,0
2018-07-09T03:00:00Z,44470,44593,185
2018-07-09T04:00:00Z,53265,44593,1729
2018-07-09T05:00:00Z,60193,44593,5285
2018-07-09T06:00:00Z,64316,44593,10399
2018-07-09T07:00:00Z,65770,44593,15324
2018-07-09T08:00:00Z,67692,44593,19287
2018-07-09T09:00:00Z,68837,44593,21637
2018-07-09T10:00:00Z,68151,44593,21761
2018-07-09T11:00:00Z,67557,44593,21539
2018-07-09T12:00:00Z,66768,44593,20546
2018-07-09T13:00:00Z,65826,44593,18366
2018-07-09T14:00:00Z,64124,44593,14788
2018-07-09T15:00:00Z,63974,44593,10631
2018-07-09T16:00:00Z,63883,44593,6689
2018-07-09T17:00:00Z,63131,44593,3172
2018-07-09T18:00:00Z,60024,44593,963
2018-07-09T19:00:00Z,57293,44593,47
2018-07-09T20:00:00Z,55080,44593,0
2018-07-09T21:00:00Z,50269,44593,0
2018-07-09T22:00:00Z,46536,44608,0
2018-07-09T23:00:00Z,44688,44608,0
2018-07-10T00:00:00Z,43330,44608,0
2018-07-10T01:00:00Z,43713,44608,0
2018-07-10T02:00:00Z,44341,44608,0
2018-07-10T03:00:00Z,47271,44608,94
2018-07-10T04:00:00Z,54634,44608,853
2018-07-10T05:00:00Z,61137,44608,2537
2018-07-10T06:00:00Z,64757,44608,4904
2018-07-10T07:00:00Z,65844,44608,7545
2018-07-10T08:00:00Z,67800,44608,9757
2018-07-10T09:00:00Z,68979,44608,11949
2018-07-10T10:00:00Z,68859,44608,13555
2018-07-10T11:00:00Z,68138,44608,14106
2018-07-10T12:00:00Z,65942,44608,14051
2018-07-10T13:00:00Z,64904,44608,13217
2018-07-10T14:00:00Z,63204,44608,11663
2018-07-10T15:00:00Z,62949,44608,9305
2018-07-10T16:00:00Z,62498,44608,6107
2018-07-10T17:00:00Z,61508,44608,3189
2018-07-10T18:00:00Z,58427,44608,952
2018-07-10T19:00:00Z,55467,44608,59
2018-07-10T20:00:00Z,53820,44608,0
2018-07-10T21:00:00Z,49057,44608,0
2018-07-10T22:00:00Z,45687,44631,0
2018-07-10T23:00:00Z,43817,44631,0
2018-07-11T00:00:00Z,42639,44631,0
2018-07-11T01:00:00Z,42689,44631,0
2018-07-11T02:00:00Z,43772,44631,0
2018-07-11T03:00:00Z,46620,44631,101
2018-07-11T04:00:00Z,54713,44631,1173
2018-07-11T05:00:00Z,60798,44631,3533
2018-07-11T06:00:00Z,64201,44631,6625
2018-07-11T07:00:00Z,64934,44631,9780
2018-07-11T08:00:00Z,66857,44631,12241
2018-07-11T09:00:00Z,68364,44631,13644
2018-07-11T10:00:00Z,67159,44631,14110
2018-07-11T11:00:00Z,66476,44631,14097
2018-07-11T12:00:00Z,65167,44631,13986
2018-07-11T13:00:00Z,65046,44631,13203
2018-07-11T14:00:00Z,63525,44631,11305
2018-07-11T15:00:00Z,62944,44631,8715
2018-07-11T16:00:00Z,62288,44631,5674
2018-07-11T17:00:00Z,61383,44631,2781
2018-07-11T18:00:00Z,58445,44631,797
2018-07-11T19:00:00Z,55867,44631,46
2018-07-11T20:00:00Z,53749,44631,0
2018-07-11T21:00:00Z,49525,44631,0
2018-07-11T22:00:00Z,45739,44660,0
2018-07-11T23:00:00Z,43950,44660,0
2018-07-12T00:00:00Z,42723,44660,0
2018-07-12T01:00:00Z,42657,44660,0
2018-07-12T02:00:00Z,43557,44660,0
2018-07-12T03:00:00Z,46355,44660,90
2018-07-12T04:00:00Z,53687,44660,1045
2018-07-12T05:00:00Z,60317,44660,3285
2018-07-12T06:00:00Z,63778,44660,6531
2018-07-12T07:00:00Z,65171,44660,10057
2018-07-12T08:00:00Z,66809,44660,13559
2018-07-12T09:00:00Z,67499,44660,16690
2018-07-12T10:00:00Z,67221,44660,18823
2018-07-12T11:00:00Z,66506,44660,19514
2018-07-12T12:00:00Z,65443,44660,18765
2018-07-12T13:00:00Z,64330,44660,17515
2018-07-12T14:00:00Z,63373,44660,14875
2018-07-12T15:00:00Z,63332,44660,11113
2018-07-12T16:00:00Z,62449,44660,7052
2018-07-12T17:00:00Z,60817,44660,3352
2018-07-12T18:00:00Z,58352,44660,1000
2018-07-12T19:00:00Z,55866,44660,62
2018-07-12T20:00:00Z,54222,44660,0
2018-07-12T21:00:00Z,49418,44660,0
2018-07-12T22:00:00Z,46243,44676,0
2018-07-12T23:00:00Z,44193,44676,0
2018-07-13T00:00:00Z,43158,44676,0
2018-07-13T01:00:00Z,43465,44676,0
2018-07-13T02:00:00Z,44370,44676,0
2018-07-13T03:00:00Z,47034,44676,139
2018-07-13T04:00:00Z,54532,44676,1506
2018-07-13T05:00:00Z,60818,44676,4911
2018-07-13T06:00:00Z,64763,44676,9990
2018-07-13T07:00:00Z,65764,44676,15855
2018-07-13T08:00:00Z,66510,44676,20888
2018-07-13T09:00:00Z,67884,44676,24073
2018-07-13T10:00:00Z,67230,44676,25248
2018-07-13T11:00:00Z,65961,44676,24928
2018-07-13T12:00:00Z,63673,44676,23454
2018-07-13T13:00:00Z,62659,44676,21329
2018-07-13T14:00:00Z,61835,44676,18313
2018-07-13T15:00:00Z,61352,44676,13790
2018-07-13T16:00:00Z,60564,44676,8572
2018-07-13T17:00:00Z,59292,44676,3931
2018-07-13T18:00:00Z,56525,44676,1144
2018-07-13T19:00:00Z,53890,44676,63
2018-07-13T20:00:00Z,52101,44676,0
2018-07-13T21:00:00Z,48325,44676,0
2018-07-13T22:00:00Z,45234,44677,0
2018-07-13T23:00:00Z,43077,44677,0
2018-07-14T00:00:00Z,40890,44677,0
2018-07-14T01:00:00Z,40391,44677,0
2018-07-14T02:00:00Z,40387,44677,0
2018-07-14T03:00:00Z,40237,44677,142
2018-07-14T04:00:00Z,42436,44677,1562
2018-07-14T05:00:00Z,45983,44677,4895
2018-07-14T06:00:00Z,49994,44677,9886
2018-07-14T07:00:00Z,53151,44677,15222
2018-07-14T08:00:00Z,55077,44677,19837
2018-07-14T09:00:00Z,56090,44677,22852
2018-07-14T10:00:00Z,55090,44677,23643
2018-07-14T11:00:00Z,53191,44677,23437
2018-07-14T12:00:00Z,51839,44677,22128
2018-07-14T13:00:00Z,50734,44677,19980
2018-07-14T14:00:00Z,50444,44677,17495
2018-07-14T15:00:00Z,50275,44677,13323
2018-07-14T16:00:00Z,49801,44677,8512
2018-07-14T17:00:00Z,49425,44677,4015
2018-07-14T18:00:00Z,47574,44677,1159
2018-07-14T19:00:00Z,45550,44677,61
2018-07-14T20:00:00Z,44908,44677,0
2018-07-14T21:00:00Z,41438,44677,0
2018-07-14T22:00:00Z,39257,44683,0
2018-07-14T23:00:00Z,37359,44683,0
2018-07-15T00:00:00Z,35945,44683,0
2018-07-15T01:00:00Z,35581,44683,0
2018-07-15T02:00:00Z,35393,44683,0
2018-07-15T03:00:00Z,35118,44683,145
2018-07-15T04:00:00Z,36214,44683,1644
2018-07-15T05:00:00Z,39038,44683,5356
2018-07-15T06:00:00Z,42457,44683,10934
2018-07-15T07:00:00Z,45406,44683,16784
2018-07-15T08:00:00Z,47741,44683,21404
2018-07-15T09:00:00Z,49490,44683,24078
2018-07-15T10:00:00Z,48996,44683,24704
2018-07-15T11:00:00Z,47506,44683,23843
2018-07-15T12:00:00Z,46405,44683,21428
2018-07-15T13:00:00Z,45614,44683,18539
2018-07-15T14:00:00Z,45659,44683,15267
2018-07-15T15:00:00Z,45858,44683,11420
2018-07-15T16:00:00Z,46298,44683,7315
2018-07-15T17:00:00Z,47109,44683,3503
2018-07-15T18:00:00Z,47144,44683,1037
2018-07-15T19:00:00Z,46672,44683,58
2018-07-15T20:00:00Z,47096,44683,0
2018-07-15T21:00:00Z,43782,44683,0
2018-07-15T22:00:00Z,40846,44700,0
2018-07-15T23:00:00Z,39148,44700,0
2018-07-16T00:00:00Z,38235,44700,0
2018-07-16T01:00:00Z,38213,44700,0
2018-07-16T02:00:00Z,39450,44700,0
2018-07-16T03:00:00Z,42734,44700,120
2018-07-16T04:00:00Z,51149,44700,1370
2018-07-16T05:00:00Z,58130,44700,4678
2018-07-16T06:00:00Z,62266,44700,9295
2018-07-16T07:00:00Z,63899,44700,14158
2018-07-16T08:00:00Z,65658,44700,18632
2018-07-16T09:00:00Z,66823,44700,22329
2018-07-16T10:00:00Z,66089,44700,24573
2018-07-16T11:00:00Z,65379,44700,24863
2018-07-16T12:00:00Z,64448,44700,23405
2018-07-16T13:00:00Z,63879,44700,21142
2018-07-16T14:00:00Z,62177,44700,17908
2018-07-16T15:00:00Z,62376,44700,13423
2018-07-16T16:00:00Z,61496,44700,8621
2018-07-16T17:00:00Z,60508,44700,3982
2018-07-16T18:00:00Z,58328,44700,1127
2018-07-16T19:00:00Z,55908,44700,57
2018-07-16T20:00:00Z,53864,44700,0
2018-07-16T21:00:00Z,49179,44700,0
2018-07-16T22:00:00Z,45684,44712,0
2018-07-16T23:00:00Z,43746,44712,0
2018-07-17T00:00:00Z,42508,44712,0
2018-07-17T01:00:00Z,42460,44712,0
2018-07-17T02:00:00Z,43206,44712,0
2018-07-17T03:00:00Z,45913,44712,108
2018-07-17T04:00:00Z,52950,44712,1416
2018-07-17T05:00:00Z,59562,44712,4883
2018-07-17T06:00:00Z,63178,44712,9920
2018-07-17T07:00:00Z,64665,44712,15527
2018-07-17T08:00:00Z,66080,44712,20320
2018-07-17T09:00:00Z,67669,44712,23470
2018-07-17T10:00:00Z,67441,44712,24491
2018-07-17T11:00:00Z,66824,44712,23918
2018-07-17T12:00:00Z,65586,44712,21966
2018-07-17T13:00:00Z,64644,44712,19532
2018-07-17T14:00:00Z,63293,44712,16173
2018-07-17T15:00:00Z,63276,44712,12047
2018-07-17T16:00:00Z,62103,44712,7351
2018-07-17T17:00:00Z,61219,44712,3424
2018-07-17T18:00:00Z,58886,44712,1029
2018-07-17T19:00:00Z,56350,44712,48
2018-07-17T20:00:00Z,54481,44712,0
2018-07-17T21:00:00Z,49639,44712,0
2018-07-17T22:00:00Z,46047,44730,0
2018-07-17T23:00:00Z,44275,44730,0
2018-07-18T00:00:00Z,43104,44730,0
2018-07-18T01:00:00Z,43430,44730,0
2018-07-18T02:00:00Z,44630,44730,0
2018-07-18T03:00:00Z,47116,44730,81
2018-07-18T04:00:00Z,53770,44730,1292
2018-07-18T05:00:00Z,60091,44730,4489
2018-07-18T06:00:00Z,63831,44730,9684
2018-07-18T07:00:00Z,64920,44730,15395
2018-07-18T08:00:00Z,66315,44730,20325
2018-07-18T09:00:00Z,67577,44730,23050
2018-07-18T10:00:00Z,67227,44730,24139
2018-07-18T11:00:00Z,66692,44730,24181
2018-07-18T12:00:00Z,65367,44730,23665
2018-07-18T13:00:00Z,64202,44730,21913
2018-07-18T14:00:00Z,62535,44730,18880
2018-07-18T15:00:00Z,62232,44730,14353
2018-07-18T16:00:00Z,61962,44730,9031
2018-07-18T17:00:00Z,61332,44730,4003
2018-07-18T18:00:00Z,59379,44730,1087
2018-07-18T19:00:00Z,56796,44730,45
2018-07-18T20:00:00Z,54373,44730,0
2018-07-18T21:00:00Z,49652,44730,0
2018-07-18T22:00:00Z,46162,44744,0
2018-07-18T23:00:00Z,44133,44744,0
2018-07-19T00:00:00Z,43055,44744,0
2018-07-19T01:00:00Z,42923,44744,0
2018-07-19T02:00:00Z,43808,44744,0
2018-07-19T03:00:00Z,46117,44744,105
2018-07-19T04:00:00Z,53088,44744,1432
2018-07-19T05:00:00Z,59277,44744,5067
2018-07-19T06:00:00Z,63152,44744,10676
2018-07-19T07:00:00Z,64903,44744,16300
2018-07-19T08:00:00Z,65807,44744,20951
2018-07-19T09:00:00Z,67186,44744,23981
2018-07-19T10:00:00Z,66772,44744,25102
2018-07-19T11:00:00Z,65788,44744,25419
2018-07-19T12:00:00Z,64644,44744,24626
2018-07-19T13:00:00Z,63642,44744,22643
2018-07-19T14:00:00Z,62465,44744,19248
2018-07-19T15:00:00Z,62423,44744,14424
2018-07-19T16:00:00Z,61842,44744,8767
2018-07-19T17:00:00Z,60875,44744,3822
2018-07-19T18:00:00Z,58495,44744,1027
2018-07-19T19:00:00Z,56567,44744,43
2018-07-19T20:00:00Z,54239,44744,0
2018-07-19T21:00:00Z,49663,44744,0
2018-07-19T22:00:00Z,46125,44763,0
2018-07-19T23:00:00Z,44048,44763,0
2018-07-20T00:00:00Z,42709,44763,0
2018-07-20T01:00:00Z,42771,44763,0
2018-07-20T02:00:00Z,43691,44763,0
2018-07-20T03:00:00Z,46043,44763,101
2018-07-20T04:00:00Z,52867,44763,1449
2018-07-20T05:00:00Z,59449,44763,5150
2018-07-20T06:00:00Z,63145,44763,10460
2018-07-20T07:00:00Z,64448,44763,16089
2018-07-20T08:00:00Z,65949,44763,20945
2018-07-20T09:00:00Z,67099,44763,23624
2018-07-20T10:00:00Z,65694,44763,24569
2018-07-20T11:00:00Z,64480,44763,24255
2018-07-20T12:00:00Z,63426,44763,22860
2018-07-20T13:00:00Z,62220,44763,20348
2018-07-20T14:00:00Z,61144,44763,16908
2018-07-20T15:00:00Z,60845,44763,12623
2018-07-20T16:00:00Z,59826,44763,7579
2018-07-20T17:00:00Z,58351,44763,3234
2018-07-20T18:00:00Z,55507,44763,813
2018-07-20T19:00:00Z,53580,44763,29
2018-07-20T20:00:00Z,51644,44763,0
2018-07-20T21:00:00Z,47422,44763,0
2018-07-20T22:00:00Z,44542,44766,0
2018-07-20T23:00:00Z,42540,44766,0
2018-07-21T00:00:00Z,40976,44766,0
2018-07-21T01:00:00Z,40238,44766,0
2018-07-21T02:00:00Z,39640,44766,0
2018-07-21T03:00:00Z,39771,44766,84
2018-07-21T04:00:00Z,42044,44766,985
2018-07-21T05:00:00Z,46126,44766,3141
2018-07-21T06:00:00Z,49823,44766,5936
2018-07-21T07:00:00Z,52635,44766,9116
2018-07-21T08:00:00Z,54553,44766,11653
2018-07-21T09:00:00Z,55094,44766,13385
2018-07-21T10:00:00Z,54210,44766,14467
2018-07-21T11:00:00Z,52583,44766,14617
2018-07-21T12:00:00Z,51005,44766,13819
